rating,date,variation,text,label,cleaned_text,normalized_text,tokens,token_count,processed_text
4,30-Jul-18,Black  Spot,"I was skeptical at first but &#34;it&#34; grows on you.  It looks good, so far.  I did, however, turn off the camera.",1,i was skeptical at first but it grows on you it looks good so far i did however turn off the camera,i was skeptical at first but it grows on you it looks good so far i did however turn off the camera,skeptic first grow look good far howev turn camera,9,skeptic first grow look good far howev turn camera
4,30-Jul-18,Black  Spot,Sound quality is disappointing.,1,sound quality is disappointing,sound quality is disappointing,sound qualiti disappoint,3,sound qualiti disappoint
5,30-Jul-18,White  Spot,I love it!  I especially love that it is so small and does so much.  Got rid of my old CD/Alarm clock radio.  Much more room on nightstand.,1,i love it i especially love that it is so small and does so much got rid of my old cd alarm clock radio much more room on nightstand,i love it i especially love that it is so small and does so much got rid of my old cd alarm clock radio much more room on nightstand,love especi love small much got rid old cd alarm clock radio much room nightstand,15,love especi love small much got rid old cd alarm clock radio much room nightstand
5,30-Jul-18,White  Spot,Great sound and video plus all the great stuff that Alexa has to offer even turns my lights on and off,1,great sound and video plus all the great stuff that alexa has to offer even turns my lights on and off,great sound and video plus all the great stuff that alexa has to offer even turns my lights on and off,great sound video plu great stuff alexa offer even turn light,11,great sound video plu great stuff alexa offer even turn light
4,30-Jul-18,Black  Spot,The ease to use product,1,the ease to use product,the ease to use product,eas use product,3,eas use product
4,30-Jul-18,Black  Spot,"So far pretty happy with the Spot. For me it really is a glorified alarm clock/radio and I know I could have something more cost effective but eh, I like it. I had read the reviews about the scrolling issues and saw the one about how to make that stop and it did. So far so good.",1,so far pretty happy with the spot for me it really is a glorified alarm clock radio and i know i could have something more cost effective but eh i like it i had read the reviews about the scrolling issues and saw the one about how to make that stop and it did so far so good,so far pretty happy with the spot for me it really is a glorified alarm clock radio and i know i could have something more cost effective but eh i like it i had read the reviews about the scrolling issues and saw the one about how to make that stop and it did so far so good,far pretti happi spot realli glorifi alarm clock radio know someth cost effect eh like read review scroll issu saw one make stop far good,25,far pretti happi spot realli glorifi alarm clock radio know someth cost effect eh like read review scroll issu saw one make stop far good
5,30-Jul-18,Black  Spot,"I am just entering the &#34;smart&#34; technology world. I haven't figured it all out yet, but so far it's pretty cool!",1,i am just entering the smart technology world i haven t figured it all out yet but so far it s pretty cool,i am just entering the smart technology world i haven t figured it all out yet but so far it s pretty cool,enter smart technolog world figur yet far pretti cool,9,enter smart technolog world figur yet far pretti cool
5,30-Jul-18,Black  Spot,"It was smaller than I had anticipated, and when I say that I very much mean it. However, it still works very well! Quality sound, easily programmed, easy to work with, but Alexa is not anywhere as good as other voice programs.",1,it was smaller than i had anticipated and when i say that i very much mean it however it still works very well quality sound easily programmed easy to work with but alexa is not anywhere as good as other voice programs,it was smaller than i had anticipated and when i say that i very much mean it however it still works very well quality sound easily programmed easy to work with but alexa is not anywhere as good as other voice programs,smaller anticip say much mean howev still work well qualiti sound easili program easi work alexa anywher good voic program,20,smaller anticip say much mean howev still work well qualiti sound easili program easi work alexa anywher good voic program
5,30-Jul-18,White  Spot,Love my Echo Spot!,1,love my echo spot,love my echo spot,love echo spot,3,love echo spot
5,30-Jul-18,Black  Spot,"Great deal, great product!",1,great deal great product,great deal great product,great deal great product,4,great deal great product
5,30-Jul-18,Black  Spot,Perfect,1,perfect,perfect,perfect,1,perfect
5,30-Jul-18,Black  Spot,"i had a couple of echo dots previously - bought these _SPECIFICALLY_ for the Ring doorbell video / cloud cam display / interface capabilities. WAS NOT DISAPPOINTED. Love the fact that I can ask to see front yard / back yard / front door, etc.the video chat with the other rooms is also quite cool.BONUS: “Alexa show me Ant Man trailer, etc”i know this can all be done on laptop/desktop, but it’s cool now having an ‘appliance’ that’s always just there, and it doesn’t interrupt what i’m doing.",1,i had a couple of echo dots previously bought these _specifically_ for the ring doorbell video cloud cam display interface capabilities was not disappointed love the fact that i can ask to see front yard back yard front door etc the video chat with the other rooms is also quite cool bonus alexa show me ant man trailer etc i know this can all be done on laptop desktop but it s cool now having an appliance that s always just there and it doesn t interrupt what i m doing,i had a couple of echo dots previously bought these _specifically_ for the ring doorbell video cloud cam display interface capabilities was not disappointed love the fact that i can ask to see front yard back yard front door etc the video chat with the other rooms is also quite cool bonus alexa show me ant man trailer etc i know this can all be done on laptop desktop but it s cool now having an appliance that s always just there and it doesn t interrupt what i m doing,coupl echo dot previous bought _specifically_ ring doorbel video cloud cam display interfac capabl disappoint love fact ask see front yard back yard front door etc video chat room also quit cool bonu alexa show ant man trailer etc know done laptop desktop cool applianc alway interrupt,47,coupl echo dot previous bought _specifically_ ring doorbel video cloud cam display interfac capabl disappoint love fact ask see front yard back yard front door etc video chat room also quit cool bonu alexa show ant man trailer etc know done laptop desktop cool applianc alway interrupt
5,30-Jul-18,White  Spot,"Bought this for my bedroom and the Show for my living room. Love them both. The Spot is perfect for bedside and has an impressive design. Shows lyrics, photos , etc. I paired it with a Smart Plug for the bedroom lamps &#34;Alexa, turn off lights&#34;, love it.",1,bought this for my bedroom and the show for my living room love them both the spot is perfect for bedside and has an impressive design shows lyrics photos etc i paired it with a smart plug for the bedroom lamps alexa turn off lights love it,bought this for my bedroom and the show for my living room love them both the spot is perfect for bedside and has an impressive design shows lyrics photos etc i paired it with a smart plug for the bedroom lamps alexa turn off lights love it,bought bedroom show live room love spot perfect bedsid impress design show lyric photo etc pair smart plug bedroom lamp alexa turn light love,24,bought bedroom show live room love spot perfect bedsid impress design show lyric photo etc pair smart plug bedroom lamp alexa turn light love
5,30-Jul-18,Black  Spot,Love that is can do so much! It sits on my nightstand! Only improvements I would make is having battery back up capability and the screen could be a tad bigger. But overall I’m happy I have it! Would recommend!,1,love that is can do so much it sits on my nightstand only improvements i would make is having battery back up capability and the screen could be a tad bigger but overall i m happy i have it would recommend,love that is can do so much it sits on my nightstand only improvements i would make is having battery back up capability and the screen could be a tad bigger but overall i m happy i have it would recommend,love much sit nightstand improv make batteri back capabl screen tad bigger overal happi recommend,15,love much sit nightstand improv make batteri back capabl screen tad bigger overal happi recommend
4,30-Jul-18,Black  Spot,It was a gift and the recipient love love loves it 😍💋💋💋💋❤!,1,it was a gift and the recipient love love loves it,it was a gift and the recipient love love loves it,gift recipi love love love,5,gift recipi love love love
5,30-Jul-18,Black  Spot,"Cool little piece of tech...we’re still learning some of its functions and possibilities, but I can see some potential.  Even my ‘technically challenged’ wife already figured out how to video call our daughter.",1,cool little piece of tech we re still learning some of its functions and possibilities but i can see some potential even my technically challenged wife already figured out how to video call our daughter,cool little piece of tech we re still learning some of its functions and possibilities but i can see some potential even my technically challenged wife already figured out how to video call our daughter,cool littl piec tech still learn function possibl see potenti even technic challeng wife alreadi figur video call daughter,19,cool littl piec tech still learn function possibl see potenti even technic challeng wife alreadi figur video call daughter
5,30-Jul-18,Black  Spot,"I have been extremely impressed with the device as a whole. Completely changed sleep schedule and replaced my alarm clock. It is the perfect bedside counter device - alarm, wake up music, weather, top news stories, etc. Perfect device for what I wanted and does so much more than I expected it to do, calling feature is also a huge selling point. This is a must own item. Probably will grab more Echos in the future.",1,i have been extremely impressed with the device as a whole completely changed sleep schedule and replaced my alarm clock it is the perfect bedside counter device alarm wake up music weather top news stories etc perfect device for what i wanted and does so much more than i expected it to do calling feature is also a huge selling point this is a must own item probably will grab more echos in the future,i have been extremely impressed with the device as a whole completely changed sleep schedule and replaced my alarm clock it is the perfect bedside counter device alarm wake up music weather top news stories etc perfect device for what i wanted and does so much more than i expected it to do calling feature is also a huge selling point this is a must own item probably will grab more echos in the future,extrem impress devic whole complet chang sleep schedul replac alarm clock perfect bedsid counter devic alarm wake music weather top news stori etc perfect devic want much expect call featur also huge sell point item probabl grab echo futur,39,extrem impress devic whole complet chang sleep schedul replac alarm clock perfect bedsid counter devic alarm wake music weather top news stori etc perfect devic want much expect call featur also huge sell point item probabl grab echo futur
2,30-Jul-18,Black  Spot,"As an Alexa device, it works just as well as any of the other products.  Unfortunately it doesn't go up from there.  The ability to play videos is very limited.  You CAN NOT play YouTube and when you can play a video the cropping of the screen makes it look very strange. There is quite a selection of clock faces, and you can control what is displays with one glaring and VERY ANNOYING exception.  You can't turn off the &#34;Things to try&#34; screen You can turn off the screen scroll, but that defeats the purpose of having the screen.  I don't need to be reminded every 5 seconds what things I can do with Alexa.  I don't need the advertising, especially at the cost of this device.  Overall, its an expensive Alexa device with a screen that's not very useful and annoying.  I would not recommend this until the Amazon people get their act together and come up with a screen that's actually useful.",0,as an alexa device it works just as well as any of the other products unfortunately it doesn t go up from there the ability to play videos is very limited you can not play youtube and when you can play a video the cropping of the screen makes it look very strange there is quite a selection of clock faces and you can control what is displays with one glaring and very annoying exception you can t turn off the things to try screen you can turn off the screen scroll but that defeats the purpose of having the screen i don t need to be reminded every seconds what things i can do with alexa i don t need the advertising especially at the cost of this device overall its an expensive alexa device with a screen that s not very useful and annoying i would not recommend this until the amazon people get their act together and come up with a screen that s actually useful,as an alexa device it works just as well as any of the other products unfortunately it doesn t go up from there the ability to play videos is very limited you can not play youtube and when you can play a video the cropping of the screen makes it look very strange there is quite a selection of clock faces and you can control what is displays with one glaring and very annoying exception you can t turn off the things to try screen you can turn off the screen scroll but that defeats the purpose of having the screen i don t need to be reminded every seconds what things i can do with alexa i don t need the advertising especially at the cost of this device overall its an expensive alexa device with a screen that s not very useful and annoying i would not recommend this until the amazon people get their act together and come up with a screen that s actually useful,alexa devic work well product unfortun go abil play video limit play youtub play video crop screen make look strang quit select clock face control display one glare annoy except turn thing tri screen turn screen scroll defeat purpos screen need remind everi second thing alexa need advertis especi cost devic overal expens alexa devic screen use annoy recommend amazon peopl get act togeth come screen actual use,68,alexa devic work well product unfortun go abil play video limit play youtub play video crop screen make look strang quit select clock face control display one glare annoy except turn thing tri screen turn screen scroll defeat purpos screen need remind everi second thing alexa need advertis especi cost devic overal expens alexa devic screen use annoy recommend amazon peopl get act togeth come screen actual use
5,30-Jul-18,White  Spot,So far so good.,1,so far so good,so far so good,far good,2,far good
5,30-Jul-18,Black  Spot,"This device is perfect for a smart nightstand clock. I love how it dims based on the ambient light in the room. Its the first nightstand clock I have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep. The screen on this dims when the lights in the room go out and is not bothersome at all.Overall a great addition to my smart home. Its nice to be able to tell Alexa to turn on/off the bedroom lights without even getting out of bed or reaching for your phone. I have a bunch of other Alexa devices, but this was the first one with a screen.",1,this device is perfect for a smart nightstand clock i love how it dims based on the ambient light in the room its the first nightstand clock i have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep the screen on this dims when the lights in the room go out and is not bothersome at all overall a great addition to my smart home its nice to be able to tell alexa to turn on off the bedroom lights without even getting out of bed or reaching for your phone i have a bunch of other alexa devices but this was the first one with a screen,this device is perfect for a smart nightstand clock i love how it dims based on the ambient light in the room its the first nightstand clock i have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep the screen on this dims when the lights in the room go out and is not bothersome at all overall a great addition to my smart home its nice to be able to tell alexa to turn on off the bedroom lights without even getting out of bed or reaching for your phone i have a bunch of other alexa devices but this was the first one with a screen,devic perfect smart nightstand clock love dim base ambient light room first nightstand clock bedroom year light glow typic alarm clock bother tri sleep screen dim light room go bothersom overal great addit smart home nice abl tell alexa turn bedroom light without even get bed reach phone bunch alexa devic first one screen,54,devic perfect smart nightstand clock love dim base ambient light room first nightstand clock bedroom year light glow typic alarm clock bother tri sleep screen dim light room go bothersom overal great addit smart home nice abl tell alexa turn bedroom light without even get bed reach phone bunch alexa devic first one screen
5,30-Jul-18,White  Spot,"I love this thing. I talk to it through walls and in other rooms. I have been an amazon lover for a while so I have amazon music unlimited, kindle unlimited, prime video, etc., so I was ready for this when it came out. The screen is just so nice to have.The only thing resembling a down side is that it doesn't always perfectly understand which song I want to hear, but I do have a deep southern accent, lower Alabama, so I don't speak English anyways.",1,i love this thing i talk to it through walls and in other rooms i have been an amazon lover for a while so i have amazon music unlimited kindle unlimited prime video etc so i was ready for this when it came out the screen is just so nice to have the only thing resembling a down side is that it doesn t always perfectly understand which song i want to hear but i do have a deep southern accent lower alabama so i don t speak english anyways,i love this thing i talk to it through walls and in other rooms i have been an amazon lover for a while so i have amazon music unlimited kindle unlimited prime video etc so i was ready for this when it came out the screen is just so nice to have the only thing resembling a down side is that it doesn t always perfectly understand which song i want to hear but i do have a deep southern accent lower alabama so i don t speak english anyways,love thing talk wall room amazon lover amazon music unlimit kindl unlimit prime video etc readi came screen nice thing resembl side alway perfectli understand song want hear deep southern accent lower alabama speak english anyway,36,love thing talk wall room amazon lover amazon music unlimit kindl unlimit prime video etc readi came screen nice thing resembl side alway perfectli understand song want hear deep southern accent lower alabama speak english anyway
4,30-Jul-18,Black  Spot,Smaller than I thought it would be. Happy I got a stand so it sits up higher on the bedside table.,1,smaller than i thought it would be happy i got a stand so it sits up higher on the bedside table,smaller than i thought it would be happy i got a stand so it sits up higher on the bedside table,smaller thought happi got stand sit higher bedsid tabl,9,smaller thought happi got stand sit higher bedsid tabl
4,30-Jul-18,White  Spot,Echo Spot works well except it does not work with the Ring doorbell as it states on the website. Since they were sold as a pair I thought that it would be app ready.  Unfortunately that is not case.  Perhaps Ring will update so that they can be integrated.,1,echo spot works well except it does not work with the ring doorbell as it states on the website since they were sold as a pair i thought that it would be app ready unfortunately that is not case perhaps ring will update so that they can be integrated,echo spot works well except it does not work with the ring doorbell as it states on the website since they were sold as a pair i thought that it would be app ready unfortunately that is not case perhaps ring will update so that they can be integrated,echo spot work well except work ring doorbel state websit sinc sold pair thought app readi unfortun case perhap ring updat integr,22,echo spot work well except work ring doorbel state websit sinc sold pair thought app readi unfortun case perhap ring updat integr
5,30-Jul-18,Black  Spot,Nice,1,nice,nice,nice,1,nice
5,30-Jul-18,Black  Spot,I like it,1,i like it,i like it,like,1,like
5,30-Jul-18,White  Spot,"We've owned a number of Echo devices, but have viewed them as more of a toy than a tool.  Other than playing music through a sound system, we haven't found much use for them.  We just don't find the voice user interface to be all that efficient.  The Echo Spot solves the efficiency problem by displaying the information that you're routinely interested in.  Furthermore, you can do some basic navigation using the touch screen as well as tailor the settings.  We now use these as bedside clocks.",1,we ve owned a number of echo devices but have viewed them as more of a toy than a tool other than playing music through a sound system we haven t found much use for them we just don t find the voice user interface to be all that efficient the echo spot solves the efficiency problem by displaying the information that you re routinely interested in furthermore you can do some basic navigation using the touch screen as well as tailor the settings we now use these as bedside clocks,we ve owned a number of echo devices but have viewed them as more of a toy than a tool other than playing music through a sound system we haven t found much use for them we just don t find the voice user interface to be all that efficient the echo spot solves the efficiency problem by displaying the information that you re routinely interested in furthermore you can do some basic navigation using the touch screen as well as tailor the settings we now use these as bedside clocks,own number echo devic view toy tool play music sound system found much use find voic user interfac effici echo spot solv effici problem display inform routin interest furthermor basic navig use touch screen well tailor set use bedsid clock,40,own number echo devic view toy tool play music sound system found much use find voic user interfac effici echo spot solv effici problem display inform routin interest furthermor basic navig use touch screen well tailor set use bedsid clock
5,30-Jul-18,White  Spot,I love my Echo Spot.  Waking to my favorite music.  Being able to completely turn off display at night so my bedroom is dark.  All the skills I have yet to try.  Easy to use.,1,i love my echo spot waking to my favorite music being able to completely turn off display at night so my bedroom is dark all the skills i have yet to try easy to use,i love my echo spot waking to my favorite music being able to completely turn off display at night so my bedroom is dark all the skills i have yet to try easy to use,love echo spot wake favorit music abl complet turn display night bedroom dark skill yet tri easi use,18,love echo spot wake favorit music abl complet turn display night bedroom dark skill yet tri easi use
4,30-Jul-18,Black  Spot,"I like how small it is, but I’m still able to see my Ring cameras.",1,i like how small it is but i m still able to see my ring cameras,i like how small it is but i m still able to see my ring cameras,like small still abl see ring camera,7,like small still abl see ring camera
5,30-Jul-18,Black  Spot,Great for checking in on my son after school when I'm still at work.  Love getting the weather and traffic in the morning so I can plan my route accordingly,1,great for checking in on my son after school when i m still at work love getting the weather and traffic in the morning so i can plan my route accordingly,great for checking in on my son after school when i m still at work love getting the weather and traffic in the morning so i can plan my route accordingly,great check son school still work love get weather traffic morn plan rout accordingli,14,great check son school still work love get weather traffic morn plan rout accordingli
5,30-Jul-18,Black  Spot,Love it!! Super fun! Easy to use! My three year old even gets involved,1,love it super fun easy to use my three year old even gets involved,love it super fun easy to use my three year old even gets involved,love super fun easi use three year old even get involv,11,love super fun easi use three year old even get involv
1,30-Jul-18,White  Spot,I returnef this item because it does not speak Spanish,0,i returnef this item because it does not speak spanish,i returnef this item because it does not speak spanish,returnef item speak spanish,4,returnef item speak spanish
4,29-Jul-18,Black  Spot,"I am a hardcore fan of Echo. Infact I am in love with all members of my Alexa family. I have Echo, Echo Dot, Echo Plus and now this new toddler Echo Spot. Every variant has its own beauty. I love feel and size of Echo Spot. It’s fabulous as far as looks are concerned. It does not have great Audio quality (which I did not expect at the time of placing order because of its compact and small size). I bought it to connect with my Bose SoundTouch.",1,i am a hardcore fan of echo infact i am in love with all members of my alexa family i have echo echo dot echo plus and now this new toddler echo spot every variant has its own beauty i love feel and size of echo spot it s fabulous as far as looks are concerned it does not have great audio quality which i did not expect at the time of placing order because of its compact and small size i bought it to connect with my bose soundtouch,i am a hardcore fan of echo infact i am in love with all members of my alexa family i have echo echo dot echo plus and now this new toddler echo spot every variant has its own beauty i love feel and size of echo spot it s fabulous as far as looks are concerned it does not have great audio quality which i did not expect at the time of placing order because of its compact and small size i bought it to connect with my bose soundtouch,hardcor fan echo infact love member alexa famili echo echo dot echo plu new toddler echo spot everi variant beauti love feel size echo spot fabul far look concern great audio qualiti expect time place order compact small size bought connect bose soundtouch,43,hardcor fan echo infact love member alexa famili echo echo dot echo plu new toddler echo spot everi variant beauti love feel size echo spot fabul far look concern great audio qualiti expect time place order compact small size bought connect bose soundtouch
5,29-Jul-18,Black  Spot,Love this!,1,love this,love this,love,1,love
5,29-Jul-18,Black  Spot,I love being able to have Alexa sing careless whisper into my ear to wake me up.,1,i love being able to have alexa sing careless whisper into my ear to wake me up,i love being able to have alexa sing careless whisper into my ear to wake me up,love abl alexa sing careless whisper ear wake,8,love abl alexa sing careless whisper ear wake
3,29-Jul-18,White  Spot,"Works great as a bedside clock but the microphone for Alexa doesn't work as well as the normal Echo.  Sometimes Alexa doesn't hear me when I try to interrupt her it to give new instructions.  The speaker also isn't as good as the normal Echo.  Screen is small so not really useful for viewing any type of video or for seeing who's at the front door.  But, it's great for the bedside.",1,works great as a bedside clock but the microphone for alexa doesn t work as well as the normal echo sometimes alexa doesn t hear me when i try to interrupt her it to give new instructions the speaker also isn t as good as the normal echo screen is small so not really useful for viewing any type of video or for seeing who s at the front door but it s great for the bedside,works great as a bedside clock but the microphone for alexa doesn t work as well as the normal echo sometimes alexa doesn t hear me when i try to interrupt her it to give new instructions the speaker also isn t as good as the normal echo screen is small so not really useful for viewing any type of video or for seeing who s at the front door but it s great for the bedside,work great bedsid clock microphon alexa work well normal echo sometim alexa hear tri interrupt give new instruct speaker also good normal echo screen small realli use view type video see front door great bedsid,35,work great bedsid clock microphon alexa work well normal echo sometim alexa hear tri interrupt give new instruct speaker also good normal echo screen small realli use view type video see front door great bedsid
5,29-Jul-18,Black  Spot,Fun tech toy,1,fun tech toy,fun tech toy,fun tech toy,3,fun tech toy
5,29-Jul-18,Black  Spot,Love it. Small with good sound,1,love it small with good sound,love it small with good sound,love small good sound,4,love small good sound
5,29-Jul-18,Black  Spot,"With the combination of this, smart plugins, and the Alex app I can turn stuff on and off with my phone or telling Alexa to do it. I can order stuff, get answers, watch videos, get weather, set alarms, video call, and so much more with this device!",1,with the combination of this smart plugins and the alex app i can turn stuff on and off with my phone or telling alexa to do it i can order stuff get answers watch videos get weather set alarms video call and so much more with this device,with the combination of this smart plugins and the alex app i can turn stuff on and off with my phone or telling alexa to do it i can order stuff get answers watch videos get weather set alarms video call and so much more with this device,combin smart plugin alex app turn stuff phone tell alexa order stuff get answer watch video get weather set alarm video call much devic,24,combin smart plugin alex app turn stuff phone tell alexa order stuff get answer watch video get weather set alarm video call much devic
5,29-Jul-18,Black  Spot,Great product,1,great product,great product,great product,2,great product
5,29-Jul-18,Black  Spot,"In a matter of minutes it became indispensable addition to our house. Extrimelly useful hub of information, music, automation, communication, and assistant in basic needs. Would love to have a voice personalization. Some things are better not to said aloud but typed (like door unlocking codes) but that is problem of unwitty developers. So far only positive experience. The privacy invasions is happened way before Alexa, it is on your phone no matter brand or carrier. To Alexa defence at list it has a button to turn a microphone off.",1,in a matter of minutes it became indispensable addition to our house extrimelly useful hub of information music automation communication and assistant in basic needs would love to have a voice personalization some things are better not to said aloud but typed like door unlocking codes but that is problem of unwitty developers so far only positive experience the privacy invasions is happened way before alexa it is on your phone no matter brand or carrier to alexa defence at list it has a button to turn a microphone off,in a matter of minutes it became indispensable addition to our house extrimelly useful hub of information music automation communication and assistant in basic needs would love to have a voice personalization some things are better not to said aloud but typed like door unlocking codes but that is problem of unwitty developers so far only positive experience the privacy invasions is happened way before alexa it is on your phone no matter brand or carrier to alexa defence at list it has a button to turn a microphone off,matter minut becam indispens addit hous extrimelli use hub inform music autom commun assist basic need love voic person thing better said aloud type like door unlock code problem unwitti develop far posit experi privaci invas happen way alexa phone matter brand carrier alexa defenc list button turn microphon,49,matter minut becam indispens addit hous extrimelli use hub inform music autom commun assist basic need love voic person thing better said aloud type like door unlock code problem unwitti develop far posit experi privaci invas happen way alexa phone matter brand carrier alexa defenc list button turn microphon
4,29-Jul-18,Black  Spot,"I love this device! It's so great. What a great alarm clock and what a surprisingly good speaker! Only reason I didn't give 5 stars was because it needs to have a few more features like playing YouTube videos, and Google play music. The camera is not very good in low light if you decide to drop in and it's dark in the room.Other than those minor things, I love it. Great buy and would buy again",1,i love this device it s so great what a great alarm clock and what a surprisingly good speaker only reason i didn t give stars was because it needs to have a few more features like playing youtube videos and google play music the camera is not very good in low light if you decide to drop in and it s dark in the room other than those minor things i love it great buy and would buy again,i love this device it s so great what a great alarm clock and what a surprisingly good speaker only reason i didn t give stars was because it needs to have a few more features like playing youtube videos and google play music the camera is not very good in low light if you decide to drop in and it s dark in the room other than those minor things i love it great buy and would buy again,love devic great great alarm clock surprisingli good speaker reason give star need featur like play youtub video googl play music camera good low light decid drop dark room minor thing love great buy buy,35,love devic great great alarm clock surprisingli good speaker reason give star need featur like play youtub video googl play music camera good low light decid drop dark room minor thing love great buy buy
5,29-Jul-18,Black  Spot,Hands free control,1,hands free control,hands free control,hand free control,3,hand free control
5,29-Jul-18,Black  Spot,"Great love the display and easy to use, though still learning what all it can do everyday.",1,great love the display and easy to use though still learning what all it can do everyday,great love the display and easy to use though still learning what all it can do everyday,great love display easi use though still learn everyday,9,great love display easi use though still learn everyday
4,29-Jul-18,Black  Spot,"It has been able to interpret my instructions pretty well right from the start, even from a distance. A lot of the skills are excellent. I've added a few of the late shows to my flash briefing but it's ridiculous that it can't access YouTube.It might be important to note that adding an event to your calendar is a task; it seems to have difficulty with the time span of an event. I imagine this is a functionality people would use often.",1,it has been able to interpret my instructions pretty well right from the start even from a distance a lot of the skills are excellent i ve added a few of the late shows to my flash briefing but it s ridiculous that it can t access youtube it might be important to note that adding an event to your calendar is a task it seems to have difficulty with the time span of an event i imagine this is a functionality people would use often,it has been able to interpret my instructions pretty well right from the start even from a distance a lot of the skills are excellent i ve added a few of the late shows to my flash briefing but it s ridiculous that it can t access youtube it might be important to note that adding an event to your calendar is a task it seems to have difficulty with the time span of an event i imagine this is a functionality people would use often,abl interpret instruct pretti well right start even distanc lot skill excel ad late show flash brief ridicul access youtub import note ad event calendar task seem difficulti time span event imagin function peopl use often,36,abl interpret instruct pretti well right start even distanc lot skill excel ad late show flash brief ridicul access youtub import note ad event calendar task seem difficulti time span event imagin function peopl use often
5,29-Jul-18,Black  Spot,Setup was easy and it is a fantastic alarm clock,1,setup was easy and it is a fantastic alarm clock,setup was easy and it is a fantastic alarm clock,setup easi fantast alarm clock,5,setup easi fantast alarm clock
5,29-Jul-18,Black  Spot,"Great product! Highly recommend getting the stand that goes under it, it sits much better on the desk.",1,great product highly recommend getting the stand that goes under it it sits much better on the desk,great product highly recommend getting the stand that goes under it it sits much better on the desk,great product highli recommend get stand goe sit much better desk,11,great product highli recommend get stand goe sit much better desk
3,29-Jul-18,Black  Spot,Eh it’s cool and all but also kinda boring I don’t really know what to do with it other than it being a desk clock so 3/5 is about right. I can’t connect to my Spotify unless it’s premium and I’m in college and I’m not paying or that or amazon music so,1,eh it s cool and all but also kinda boring i don t really know what to do with it other than it being a desk clock so is about right i can t connect to my spotify unless it s premium and i m in college and i m not paying or that or amazon music so,eh it s cool and all but also kinda boring i don t really know what to do with it other than it being a desk clock so is about right i can t connect to my spotify unless it s premium and i m in college and i m not paying or that or amazon music so,eh cool also kinda bore realli know desk clock right connect spotifi unless premium colleg pay amazon music,18,eh cool also kinda bore realli know desk clock right connect spotifi unless premium colleg pay amazon music
3,29-Jul-18,White  Spot,I am huge Amazon fan! First to have a kindle and the echo. I waited a bit on this but have wanted it for awhile. I do love it!! My kids love it! They love watching videos and the lyrics to the songs. Now the video calling feature is nothing like how the advertisement made it out. I thought as long as someone would FaceTime me I could do it through that and I can’t. It’s Spot to Spot. Can’t even Skype (which I do often with my aunt). The is my major disappointment with it.,1,i am huge amazon fan first to have a kindle and the echo i waited a bit on this but have wanted it for awhile i do love it my kids love it they love watching videos and the lyrics to the songs now the video calling feature is nothing like how the advertisement made it out i thought as long as someone would facetime me i could do it through that and i can t it s spot to spot can t even skype which i do often with my aunt the is my major disappointment with it,i am huge amazon fan first to have a kindle and the echo i waited a bit on this but have wanted it for awhile i do love it my kids love it they love watching videos and the lyrics to the songs now the video calling feature is nothing like how the advertisement made it out i thought as long as someone would facetime me i could do it through that and i can t it s spot to spot can t even skype which i do often with my aunt the is my major disappointment with it,huge amazon fan first kindl echo wait bit want awhil love kid love love watch video lyric song video call featur noth like advertis made thought long someon facetim spot spot even skype often aunt major disappoint,37,huge amazon fan first kindl echo wait bit want awhil love kid love love watch video lyric song video call featur noth like advertis made thought long someon facetim spot spot even skype often aunt major disappoint
5,29-Jul-18,White  Spot,LOVE LOVE LOVE THESE. The only think I notice is that it doesn't pick-up my voice and commands as well as my Echo and Echo Dots (we have 4 Echo products throughout our house). I have this in the kitchen and in my bedroom as my alarm clock. I'm no longer searching for a pen and paper to make lists!!!!,1,love love love these the only think i notice is that it doesn t pick up my voice and commands as well as my echo and echo dots we have echo products throughout our house i have this in the kitchen and in my bedroom as my alarm clock i m no longer searching for a pen and paper to make lists,love love love these the only think i notice is that it doesn t pick up my voice and commands as well as my echo and echo dots we have echo products throughout our house i have this in the kitchen and in my bedroom as my alarm clock i m no longer searching for a pen and paper to make lists,love love love think notic pick voic command well echo echo dot echo product throughout hous kitchen bedroom alarm clock longer search pen paper make list,26,love love love think notic pick voic command well echo echo dot echo product throughout hous kitchen bedroom alarm clock longer search pen paper make list
5,29-Jul-18,White  Spot,Love my Amazon products,1,love my amazon products,love my amazon products,love amazon product,3,love amazon product
5,29-Jul-18,Black  Spot,Love this,1,love this,love this,love,1,love
5,29-Jul-18,Black  Spot,"Love my spot. Have that , a dot, and a regular echo",1,love my spot have that a dot and a regular echo,love my spot have that a dot and a regular echo,love spot dot regular echo,5,love spot dot regular echo
4,29-Jul-18,White  Spot,Nice upgrade from an Echo Dot.,1,nice upgrade from an echo dot,nice upgrade from an echo dot,nice upgrad echo dot,4,nice upgrad echo dot
4,29-Jul-18,Black  Spot,"Works decent, wish it was able to answer more questions....need a better source for info but the rest works great!",1,works decent wish it was able to answer more questions need a better source for info but the rest works great,works decent wish it was able to answer more questions need a better source for info but the rest works great,work decent wish abl answer question need better sourc info rest work great,13,work decent wish abl answer question need better sourc info rest work great
