review,sentiment,review_cleaned
"The box is why I originally picked up this movie and the back is why I rented it. But I soon learned that I had been duped. I had thought this movie would be something like a Road Trip/Eurotrip/American Pie deal. But I was wrong. This movie is one of the dumbest I've seen in a long time. The unrated version teases you in to watching but will completely disappoint you. The acting was terrible and sound effects just gaudy. It appeared very low budget with the entire setting taking place in the same building. Go out and get Eurotrip or Road Trip instead. I can't believe National Lampoon put its name on this. DON'T BUY IT, DON'T RENT IT. Don't waste 2 hours of your life on this.",negative,box originally picked movie back rented soon learned duped thought movie would something like road trip eurotrip american pie deal wrong movie one dumbest seen long time unrated version teases watching completely disappoint acting terrible sound effects gaudy appeared low budget entire setting taking place building go get eurotrip road trip instead believe national lampoon put name buy rent waste 2 hours life
"There have been many documentaries that I have seen in which it appeared that the law was on the wrong side of the fence - The Thin Blue Line and Paradise Lost come to mind first and foremost. But this is the first film that had me seething with anger after I saw it. It seems blatantly clear to me from the evidence presented in this film that what happened at Waco was at the very least an unprofessional and sloppy mess on the part of the FBI and AFI, and at the very worst an act of murder. Like most people, when the siege at Waco was occurring I assumed that David Koresh was a completely evil madman who was leading a violent cult. After seeing this, I think that Koresh was more likely a slightly unbalanced and confused guy who inadvertently caught the attention of the U.S. government through his eccentric actions. Sure, there were lots of weapons at the Branch Davidian compound. But none of it was illegal. It was absolutely heartbreaking to see the video footage of the people inside the compound, all of them seeming to be very nice and harmless. And it was angering to see the callous testimony of the men in charge of the government forces on the Waco site, the clueless testimony of Janet Reno, and the partisan defense of the attack on Waco, a defense led by a few of the committee Democrats. Standing out most in my mind was NY representative and current U.S. senator from NY Charles Schumer. I voted for the man when I lived in NY state - I'm a Democrat, pretty left-leaning too. After seeing his actions on this committee, I wish I could go back in time and vote for D'Amato instead! For anyone remotely interested in the government, this is a very crucial film, a must see. I even think this should be shown in classes - it's that important.",positive,many documentaries seen appeared law wrong side fence thin blue line paradise lost come mind first foremost first film seething anger saw seems blatantly clear evidence presented film happened waco least unprofessional sloppy mess part fbi afi worst act murder like people siege waco occurring assumed david koresh completely evil madman leading violent cult seeing think koresh likely slightly unbalanced confused guy inadvertently caught attention u government eccentric actions sure lots weapons branch davidian compound none illegal absolutely heartbreaking see video footage people inside compound seeming nice harmless angering see callous testimony men charge government forces waco site clueless testimony janet reno partisan defense attack waco defense led committee democrats standing mind ny representative current u senator ny charles schumer voted man lived ny state democrat pretty left leaning seeing actions committee wish could go back time vote amato instead anyone remotely interested government crucial film must see even think shown classes important
"I saw this movie last night and thought it was decent. It has it's moments I guess you would say. Some of the scenes with the special ops forces were cool, and some of the location shots were very authentic. I won't be putting this movie in my DVD collection but it is fair enough to recommend for renting. I guess nothing set the movie at another level compared to others of the same genre. The action is good, the acting is decent, the women are extremely seductive and exotic in my opinion, and the story is pretty interesting. 7 out of ten",positive,saw movie last night thought decent moments guess would say scenes special ops forces cool location shots authentic putting movie dvd collection fair enough recommend renting guess nothing set movie another level compared others genre action good acting decent women extremely seductive exotic opinion story pretty interesting 7 ten
"Yes, I call this a perfect movie. Not one boring second, a fantastic cast of mostly little known actresses and actors, a great array of characters who are all well defined and who all have understandable motives I could sympathize with, perfect lighting, crisp black and white photography, a fitting soundtrack, an intelligent and harmonious set design and a story that is engaging and works. It's one of those prime quality pictures on which all the pride of Hollywood should rest, the mark everyone should endeavor to reach.<br /><br />Barbara Stanwyck is simply stunning. There was nothing this actress couldn't do, and she always went easy on the melodramatic side. No hysterical outbursts with this lady - I always thought she was a better actress than screen goddesses like Bette Davis or Joan Crawford, and this movie confirmed my opinion. Always as tough as nails and at the same time conveying true sentiments. It is fair to add that she also got many good parts during her long career, and this one is by far the least interesting.<br /><br />The title fits this movie very well. It is about desires, human desires I think everyone can understand. Actually, no one seems to be scheming in this movie, all characters act on impulse, everybody wants to be happy without hurting anybody else. The sad fact that this more often than not leads to complications makes for the dramatic content into which I will not go here.<br /><br />I liked what this movie has to say about youth, about maturing and about the necessity to compromise. The movie I associate most with this one is Alfred Hitchcock's Shadow of a Doubt, it creates a similar atmosphere of idealized and at the same time caricatured Small Town America. The story has a certain similarity with Fritz Lang's considerably harsher movie Clash by Night, made one year earlier, where Stanywck stars in a similar part. I can also recommend it.",positive,yes call perfect movie not one boring second fantastic cast mostly little known actresses actors great array characters well defined understandable motives could sympathize perfect lighting crisp black white photography fitting soundtrack intelligent harmonious set design story engaging works one prime quality pictures pride hollywood rest mark everyone endeavor reach br br barbara stanwyck simply stunning nothing actress always went easy melodramatic side no hysterical outbursts lady always thought better actress screen goddesses like bette davis joan crawford movie confirmed opinion always tough nails time conveying true sentiments fair add also got many good parts long career one far least interesting br br title fits movie well desires human desires think everyone understand actually no one seems scheming movie characters act impulse everybody wants happy without hurting anybody else sad fact often not leads complications makes dramatic content not go br br liked movie say youth maturing necessity compromise movie associate one alfred hitchcock shadow doubt creates similar atmosphere idealized time caricatured small town america story certain similarity fritz lang considerably harsher movie clash night made one year earlier stanywck stars similar part also recommend
"I would like to know if anyone know how I can get a copy of the movie, ""That's the way of the World"". It's been about 30 years since I've seen this movie, and I would like to see it again. Earth Wind & Fire transcend the nation globally with their inspirational music and themes. It was unfortunate that this group didn't take off like their counterparts in the early 70's, but as previously stated, racial tension existed in the United States which prohibited equalized exposure for the African American musical groups. It is good to see that Earth Wind & Fire continuing their success. I would like to add this movie to my collection. Someone please help me if possible. Thank you for your attention. Milton Shaw",positive,would like know anyone know get copy movie way world 30 years since seen movie would like see earth wind fire transcend nation globally inspirational music themes unfortunate group take like counterparts early 70 previously stated racial tension existed united states prohibited equalized exposure african american musical groups good see earth wind fire continuing success would like add movie collection someone please help possible thank attention milton shaw
"I saw the movie ""Hoot"" and then I immediately decided to comment it. The truth is that NATURE needs protection from us because we are the dominant specie of this planet. Some people think that if they have money, they can do whatever they want to, which probably is like, but if they think about the future more then they think about themselves they would do something useful! This movie is not just about kids, this movie is showing us that the kids are usually the ones that care more about it then the adults do. When I was twelve, I saw some waterlilies and I knew they are protected by law and didn't even dare to touch them not fearing of the law, but fearing that I might harm them actually. (I am currently 15) What so ever, the acting was great, the 3 main characters are well interpreted and we all have to learn from them. I hope you all think about what you saw in that movie!!! and Enjoy!",positive,saw movie hoot immediately decided comment truth nature needs protection us dominant specie planet people think money whatever want probably like think future think would something useful movie not kids movie showing us kids usually ones care adults twelve saw waterlilies knew protected law even dare touch not fearing law fearing might harm actually currently 15 ever acting great 3 main characters well interpreted learn hope think saw movie enjoy
"I had some reservations about this movie, I figured it would be the usual bill of fare --- a formula movie about Christmas. Being in the middle of a heat wave in late June, we decided to give it a shot anyway, maybe we would see some snow.<br /><br />This movie turned out to be one laugh after another. Ben Affleck was believable in his character, but the real star of this one is James Gandofini. He delivered his lines with a real wit about him and made a great ""dad"".<br /><br />If you want to have an enjoyable couple of hours, definitely check this one out.",positive,reservations movie figured would usual bill fare formula movie christmas middle heat wave late june decided give shot anyway maybe would see snow br br movie turned one laugh another ben affleck believable character real star one james gandofini delivered lines real wit made great dad br br want enjoyable couple hours definitely check one
"When I first saw this film around 6 months ago, I considered it interesting, but little more. But it stuck with me. That interest grew and grew, and I wondered whether my initial boredom and response had more to do with the actual VHS quality rather than the film itself. I purchased the Criterion DVD box set, and it turns out that I was right the second time. Alexander Nevsky is a great film. It is rousing, and I'm sure it succeeded in its main aim: propaganda against the Germans.<br /><br />That is the most common criticism against this film, and against Eisenstein, that it is merely propagandist and nothing else. It's untrue. He is an amazing film artist, one of the most important whoever lived. By now, the world is far enough beyond Joseph Stalin to be able to watch Eisenstein's films as art.",positive,first saw film around 6 months ago considered interesting little stuck interest grew grew wondered whether initial boredom response actual vhs quality rather film purchased criterion dvd box set turns right second time alexander nevsky great film rousing sure succeeded main aim propaganda germans br br common criticism film eisenstein merely propagandist nothing else untrue amazing film artist one important whoever lived world far enough beyond joseph stalin able watch eisenstein films art
"Focus is another great movie starring William H. Macy. I first discovered Macy in Fargo and I've seen a few of his films and he hasn't yet deceived me. Macy is the archetypal ""nice guy with something to hide"". In Focus, he plays the role of Lawrence Newman, a loyal and hard-working stiff, who harbours his handicapped mother at home. The scene is set after World War II, at the height of McCarthyism. Newman is the head of Human Resources for a company which is basically, anti-Semite. After he accidentally hires a woman of Jewish descent, he is asked to buy a pair of glasses, to improve his failing eyesight.<br /><br />Unbelievably, the simple act of buying glasses has great repercussions on his life and that of Gertrude Hart, his wife (played by a great Laura Dern). As the film unravels, Newman will begin to see a whole different world, where being Jewish is akin to being an animal.<br /><br />The movie is disturbing in the way it shows that being racist was something fairly normal. The chilling thought is that in some places, it probably still is.",positive,focus another great movie starring william h macy first discovered macy fargo seen films yet deceived macy archetypal nice guy something hide focus plays role lawrence newman loyal hard working stiff harbours handicapped mother home scene set world war ii height mccarthyism newman head human resources company basically anti semite accidentally hires woman jewish descent asked buy pair glasses improve failing eyesight br br unbelievably simple act buying glasses great repercussions life gertrude hart wife played great laura dern film unravels newman begin see whole different world jewish akin animal br br movie disturbing way shows racist something fairly normal chilling thought places probably still
"In ""Brave New Girl,"" Holly comes from a small town in Texas, sings ""The Yellow Rose of Texas"" at a local competition, and gets admitted to a prestigious arts college in Philadelphia. From there the movie grows into a colorful story of friendship and loyalty. I loved this movie. It was full of great singing and acting and characters that kept it moving at a very nice pace. The acting was, of course, wonderful. Virginia Madsen and Lindsey Haun were outstanding, as well as Nick Roth The camera work was really done well and I was very pleased with the end (It seems a sequel could be in the making). Kudos to the director and all others that participated on this production. Quite a gem in the film archives.",positive,brave new girl holly comes small town texas sings yellow rose texas local competition gets admitted prestigious arts college philadelphia movie grows colorful story friendship loyalty loved movie full great singing acting characters kept moving nice pace acting course wonderful virginia madsen lindsey haun outstanding well nick roth camera work really done well pleased end seems sequel could making kudos director others participated production quite gem film archives
"Despite a totally misleading advertising campaign, this flick turns out to be an irritatingly clichéd, sub-par haunted house flick with a totally implausible ending. Clue #1 for all considering seeing this turkey: Sam Raimi didn't direct it. Although commercials for the movie play up his involvement, in truth he is one of four producers. It's too bad that someone as talented as Raimi has allowed his name to be used in conjunction with such a poor movie. I don't think he would ever have directed something like this; that task was left to the Pang Brothers.<br /><br />The screenplay for this film seems to have been cobbled together from numerous other ""horror"" films, so you'll find absolutely zero original content in ""The Messengers."" What we get are a scene here and there that was plucked straight out of ""Pulse,"" a couple that could have come from ""The Birds,"" one or two from ""The Others,"" etc. Nearly every scene, almost every line of dialogue, is one that has been lifted from any number of other movies. The whole thing makes for such a predictable movie that almost anyone will be able to figure out the ""surprise ending"" long before it comes.<br /><br />Right about here would be a good time to point out that the advertising campaign, centered on the idea that only children can see ghosts, has nothing to do with this movie. In fact, everyone can see the ghosts. The teenage daughter and mother characters certainly see them, even quite early in the movie. I'm sure that whomever was in charge of marketing came up with this campaign because the film needed a unique angle to have any box office appeal, which otherwise is entirely absent. Now you know, so don't be fooled! Perhaps what this movie lacks most of all is anything resembling chemistry between the actors. It simply isn't there. All of the interactions come across as awkwardly stilted. Coupled with the hackneyed story and ridiculous plot holes (just what is a guy who murdered his whole family doing still lurking around the small town where the murder happened, anyhow? Didn't anyone think to maybe arrest him?), it all adds up to a profoundly unsatisfying ghost flick that only manages to surprise anyone over the age of ten with cheap shots: loud noises, visual flashes, and anything short of a sheeted figure jumping out of a closet and yelling ""Boo!"" All we get for our buck this time around is yet another poorly-made film about spirits attempting to warn people away from a house. If there's any message that ""The Messengers"" delivers, it's ""Don't waste your time on this movie.""",negative,despite totally misleading advertising campaign flick turns irritatingly clichéd sub par haunted house flick totally implausible ending clue 1 considering seeing turkey sam raimi direct although commercials movie play involvement truth one four producers bad someone talented raimi allowed name used conjunction poor movie think would ever directed something like task left pang brothers br br screenplay film seems cobbled together numerous horror films find absolutely zero original content messengers get scene plucked straight pulse couple could come birds one two others etc nearly every scene almost every line dialogue one lifted number movies whole thing makes predictable movie almost anyone able figure surprise ending long comes br br right would good time point advertising campaign centered idea children see ghosts nothing movie fact everyone see ghosts teenage daughter mother characters certainly see even quite early movie sure whomever charge marketing came campaign film needed unique angle box office appeal otherwise entirely absent know fooled perhaps movie lacks anything resembling chemistry actors simply interactions come across awkwardly stilted coupled hackneyed story ridiculous plot holes guy murdered whole family still lurking around small town murder happened anyhow anyone think maybe arrest adds profoundly unsatisfying ghost flick manages surprise anyone age ten cheap shots loud noises visual flashes anything short sheeted figure jumping closet yelling boo get buck time around yet another poorly made film spirits attempting warn people away house message messengers delivers waste time movie
"This movie sucks ass. Something about a heatwave in some European country, complete trash. There's nothing going for this movie whatsoever. maybe 30 seconds of sex but that's it. There is a very annoying chick who hitches rides with people and really pisses me off. This movie is complete rash and you shouldn't subject yourself to watching it. I regret it it's very boring. I would rate it zero but i can't. No body in their right mind should see this. i'm sure you'll regret it completely i did. How could they think up something this bad. Even Mystery men was better. MYSTERY MEN. That sucks. That movie wasn't worth being made. complete waste of time. The characters in this are very hard to understand and i good very very very bored.",negative,movie sucks ass something heatwave european country complete trash nothing going movie whatsoever maybe 30 seconds sex annoying chick hitches rides people really pisses movie complete rash subject watching regret boring would rate zero no body right mind see sure regret completely could think something bad even mystery men better mystery men sucks movie worth made complete waste time characters hard understand good bored
"I was looking forward to The Guardian, but when I walked into the theater I wasn't really in the mood for it at that particular time. It's kind of like the Olive Garden - I like it, but I have to be in the right mindset to thoroughly enjoy it.<br /><br />I'm not exactly sure what was dampening my spirit. The trailers looked good, but the water theme was giving me bad flashbacks to the last Kevin Costner movie that dealt with the subject - Waterworld. Plus, despite the promise Ashton Kutcher showed in The Butterfly Effect, I'm still not completely sold on him. Something about the guy just annoys me. Probably has to do with his simian features.<br /><br />It took approximately two minutes for my fears to subside and for my hesitancies to slip away. The movie immediately throws us into the midst of a tense rescue mission, and I was gripped tighter than Kenny Rogers' orange face lift. My concerns briefly bristled at Kutcher's initial appearance due to the fact that too much effort was made to paint him as ridiculously cool and rebellious. Sunglasses, a tough guy toothpick in his mouth, and sportin' a smirk that'd make George Clooney proud? Yeah, we get it. I was totally ready to hate him.<br /><br />But then he had to go and deliver a fairly strong performance and force me to soften my jabs. <br /><br />Darn you, ape man! Efficiently mixing tense, exciting rescue scenes, drama, humor, and solid acting, The Guardian is easily a film that I dare say the majority of audiences will enjoy. You can quibble about its clichés, predictability, and rare moments of overcooked sappiness, but none of that takes away from the entertainment value.<br /><br />I had a bad feeling that the pace would slow too much when Costner started training the young guys, but on the contrary, the training sessions just might be the most interesting aspect of the film. Coast Guard Rescue Swimmers are heroes whose stories have never really been portrayed on the big screen, so I feel the inside look at what they go through and how tough it is to make it is very informative and a great way to introduce audiences to this under-appreciated group.<br /><br />Do you have what it takes to be a rescue swimmer? Just think about it -you get to go on dangerous missions in cold, dark, rough water, and then you must fight disorientation, exhaustion, hypothermia, and a lack of oxygen all while trying to help stranded, panicked people who are depending on you for their survival. And if all that isn't bad enough, sometimes you can't save everybody so you have to make the tough decision of who lives and who dies.<br /><br />Man, who wants all that responsibility? Not me! I had no idea what it was really like for these guys, and who would have thought I'd have an Ashton Kutcher/Kevin Costner movie to thank for the education? <br /><br />Not only does The Guardian do a great job of paying tribute to this rare breed of hero, but lucky for us it also does a good job of entertaining its paying customers.<br /><br />THE GIST <br /><br />Moviegoers wanting an inside look at what it's like to embark on a daring rescue mission in the middle of the ocean might want to give The Guardian a chance. I saw it for free, but had I paid I would've felt I had gotten my money's worth.",positive,looking forward guardian walked theater really mood particular time kind like olive garden like right mindset thoroughly enjoy br br not exactly sure dampening spirit trailers looked good water theme giving bad flashbacks last kevin costner movie dealt subject waterworld plus despite promise ashton kutcher showed butterfly effect still not completely sold something guy annoys probably simian features br br took approximately two minutes fears subside hesitancies slip away movie immediately throws us midst tense rescue mission gripped tighter kenny rogers orange face lift concerns briefly bristled kutcher initial appearance due fact much effort made paint ridiculously cool rebellious sunglasses tough guy toothpick mouth sportin smirk make george clooney proud yeah get totally ready hate br br go deliver fairly strong performance force soften jabs br br darn ape man efficiently mixing tense exciting rescue scenes drama humor solid acting guardian easily film dare say majority audiences enjoy quibble clichés predictability rare moments overcooked sappiness none takes away entertainment value br br bad feeling pace would slow much costner started training young guys contrary training sessions might interesting aspect film coast guard rescue swimmers heroes whose stories never really portrayed big screen feel inside look go tough make informative great way introduce audiences appreciated group br br takes rescue swimmer think get go dangerous missions cold dark rough water must fight disorientation exhaustion hypothermia lack oxygen trying help stranded panicked people depending survival bad enough sometimes save everybody make tough decision lives dies br br man wants responsibility not no idea really like guys would thought ashton kutcher kevin costner movie thank education br br not guardian great job paying tribute rare breed hero lucky us also good job entertaining paying customers br br gist br br moviegoers wanting inside look like embark daring rescue mission middle ocean might want give guardian chance saw free paid would felt gotten money worth
"Going into see Seven Pounds i wasn't clearly sure what to think because the previews left to much open to grasp what the movie was really about. So within the first 20 min or so you are completely lost in the plot, have no idea what is going on and you think Tim, who claims to be Ben, is just a big asshole. All of this comes to an end when the ""twist"",so to speak, is unraveled at the very last minute of the movie. Basically Tim (will smith) was troubled and haunted by a big accident he made causing the end of seven peoples lives. By this he decides to scope out seven new people who are in need of help badly who he in turns gives his life to.<br /><br />The acting of this film is great, as i feel will smith no matter what part he seems to impress. Rosario Dawson, to me, this is one of her better movies, aside from eagle eye which i think is up there to. She has been in some bad some good but she does deliver in this film. Other actors, such as woody Harrelson, have very small roles and not a big enough role to grasp the character. Although the casting of the film was still good.<br /><br />This movie was definitely not what i expected and certainly a lot slower pace in which i hoped. The movie, however, was still pretty good. Nothing is revealed until the last 5 min of the movie and everything falls into place. Up until then it just seems like a pointless love story. Final thought seven pounds=seven Stars.",positive,going see seven pounds clearly sure think previews left much open grasp movie really within first 20 min completely lost plot no idea going think tim claims ben big asshole comes end twist speak unraveled last minute movie basically tim smith troubled haunted big accident made causing end seven peoples lives decides scope seven new people need help badly turns gives life br br acting film great feel smith no matter part seems impress rosario dawson one better movies aside eagle eye think bad good deliver film actors woody harrelson small roles not big enough role grasp character although casting film still good br br movie definitely not expected certainly lot slower pace hoped movie however still pretty good nothing revealed last 5 min movie everything falls place seems like pointless love story final thought seven pounds seven stars
"I saw Brother's Shadow at the Tribeca Film Festival and loved it! Judd Hirsch and Scott Cohen are great as father and son. The film follows Scott Cohen from parole in Alaska back to his family in Brooklyn. He shows up there because his brother has died, and he embarks on a journey to slowly repair his estranged relationships with his brother's wife and child and his father who has never forgiven him for being the black sheep of the family. The story takes us deep into the hearts and minds of this family and allows you to more deeply understand the complexity of their lives. Also, the imagery of the woodworking business and the Brooklyn backdrop sets the tone for this rich and revealing family portrait.",positive,saw brother shadow tribeca film festival loved judd hirsch scott cohen great father son film follows scott cohen parole alaska back family brooklyn shows brother died embarks journey slowly repair estranged relationships brother wife child father never forgiven black sheep family story takes us deep hearts minds family allows deeply understand complexity lives also imagery woodworking business brooklyn backdrop sets tone rich revealing family portrait
"""Mararía"" really disappointed me. I can't consider it as a bad movie, but the development just seemed too rushed and non-believable for it to evoke any emotions. Dr. Fermín displays some unprecedented bizarre behaviour out of a passion that one can't really understand where it was born from. I mean, how many times does he ever have a conversation with Mararía?? Maybe once? Also, Mararía never appeared to be a real character, instead more like a film stereotype that just needed to be in the movie (...or else another title was needed?). Some of the best acting came from a role that wasn't really important to the story, that of Marcial, the sub-intelligent yet humble drunkard. Of course, the scenery, the cultural tidbits of the Canary Islands, and other ""wow"" moments were interesting, but the movie fell short of a documentary (in case this was its real intention), and most importantly, as a solid drama.",negative,mararía really disappointed consider bad movie development seemed rushed non believable evoke emotions dr fermín displays unprecedented bizarre behaviour passion one really understand born mean many times ever conversation mararía maybe also mararía never appeared real character instead like film stereotype needed movie else another title needed best acting came role really important story marcial sub intelligent yet humble drunkard course scenery cultural tidbits canary islands wow moments interesting movie fell short documentary case real intention importantly solid drama
"Serum is about a crazy doctor that finds a serum that is supposed to cure all diseases through the power of the mind. Instead it creates some kind of monster that needs to eat human flesh and brains. The mad doc creates some zombies out of cadavers and has some problems. There is a very long lead into all the action with many scenes getting you acquainted with the characters. The mad doctor's nephew gets into a car accident and the mad doc tries to use his new serum on the boy. The results are not good. This is a class C film with OK acting but some troubles directing and some continuity errors. There isn't much zombie action in this one and the effects, while adequate, are nothing special. You can fast forward through the slow parts and get some enjoyment out of the action scenes. Watch out for some nudity and bad language.",negative,serum crazy doctor finds serum supposed cure diseases power mind instead creates kind monster needs eat human flesh brains mad doc creates zombies cadavers problems long lead action many scenes getting acquainted characters mad doctor nephew gets car accident mad doc tries use new serum boy results not good class c film ok acting troubles directing continuity errors much zombie action one effects adequate nothing special fast forward slow parts get enjoyment action scenes watch nudity bad language
witty. funny. intelligent. awesome. i was flipping channels late one night years ago. came across this and a wildfire started. i was staying up late every night and taping it for everyone i know. a few. like 3 people out of the almost 100 people i made watch this didn't think it was as awesome as i did. the others were laughing out loud so hard they were crying and thanking me at the same time. please do yourself a favor. run don't walk. watch this and enjoy. intelligence and humor. it's a win-win situation. i wish i could have afternoon tea with him and meet the truly rare comedian that we as a society need more of....sanechaos.,positive,witty funny intelligent awesome flipping channels late one night years ago came across wildfire started staying late every night taping everyone know like 3 people almost 100 people made watch think awesome others laughing loud hard crying thanking time please favor run walk watch enjoy intelligence humor win win situation wish could afternoon tea meet truly rare comedian society need sanechaos
"It's a unique film, as it gives us our only chance to see the young Noel Coward in all his ironic glory. Because he seems so reserved & detached he's perfect for the role of an unloved cad who matter-of-factly uses all those around him. However in the deadly serious (no pun intended) last act, when Coward must make like the Flying Dutchman, he's much less comfortable.<br /><br />But his way with an epigram is peerless, and Hecht & Macarthur have given him some gems (Macarthur, really -- he was the wit of the pair).<br /><br />The film is superbly lighted by the great Lee Garmes, but has little camera movement aside from a storm sequence. Hecht and Macarthutr cared about one thing -- getting their dialogue on screen. (NOTE: H&M themselves have blink-and-you'll-miss-'em cameos as bums in the flophouse scene).<br /><br />The most notable supporting player is the one and only Alexander Woolcott, notorious Broadway columnist and close friend of both Macarthur and Coward, who appears as one of the bitchy authors always kept waiting in the reception room of publisher Coward.<br /><br />Curious that Woolcott would agree to do a film that clearly lampoons the legendary Algonquin Round Table, of which he was a founder, and Macarthur something of an auxiliary member.<br /><br />The Scoundrel actually won an Oscar for best story, though that victory is probably due more to Coward's imposing presence than any brilliance in the plot. It's Coward, Woolcott, and the dialogue you remember...",positive,unique film gives us chance see young noel coward ironic glory seems reserved detached perfect role unloved cad matter factly uses around however deadly serious no pun intended last act coward must make like flying dutchman much less comfortable br br way epigram peerless hecht macarthur given gems macarthur really wit pair br br film superbly lighted great lee garmes little camera movement aside storm sequence hecht macarthutr cared one thing getting dialogue screen note h blink miss em cameos bums flophouse scene br br notable supporting player one alexander woolcott notorious broadway columnist close friend macarthur coward appears one bitchy authors always kept waiting reception room publisher coward br br curious woolcott would agree film clearly lampoons legendary algonquin round table founder macarthur something auxiliary member br br scoundrel actually oscar best story though victory probably due coward imposing presence brilliance plot coward woolcott dialogue remember
"This is definitely a ""must see"" film. The excellent Director Alain Chabat (also acting as Ceasar) has managed to capture the very essence of the ""Adventures of Astérix"" (the French comic books it's based upon) and to create a fantastically modern and intelligent comedy, which is also an homage to the world of animated films. This movie is so funny, so full of jokes (both visual and spoken) that it might take you two or three screenings before you notice them all, between your bursts of laughter. The only drawback is that a non-French audience (or at least a non-French speaking audience) might not get all the ""private jokes"". There are so many dialogues impossible to translate, so many situations directly related either to the comic books or to the French way of life, that the fun might be lessened. However, it's still totally worth seeing for the beautiful picture, the amazing stunts, the music, the totally crazy atmosphere and the excellent acting. All actors are great, but the film would not be the same without Jamel Debouze, Gérard Darmon and Edouard Baer. And please don't EVER compare this magnificent film to the terrible previous one based on the same comic books : ""Astérix et Obélix Contre César"" and directed by Claude Zidi.",positive,definitely must see film excellent director alain chabat also acting ceasar managed capture essence adventures astérix french comic books based upon create fantastically modern intelligent comedy also homage world animated films movie funny full jokes visual spoken might take two three screenings notice bursts laughter drawback non french audience least non french speaking audience might not get private jokes many dialogues impossible translate many situations directly related either comic books french way life fun might lessened however still totally worth seeing beautiful picture amazing stunts music totally crazy atmosphere excellent acting actors great film would not without jamel debouze gérard darmon edouard baer please ever compare magnificent film terrible previous one based comic books astérix et obélix contre césar directed claude zidi
"I thought this movie was stunning, with completely outstanding performances by Valentina Cervi (Artemisia Gentileschi).<br /><br />Cervi portrays Artemisia so beautifully, with tentative yet confidant mannerisms, her hands mapping out an idea before moving her models into place. The passion to which Artemisia gives to her art is just spectacular to watch.<br /><br />Although not each character was overtly beautiful, this made the film more realistic as the facial hair and clothing was perfect for that point in time.<br /><br />Overall i thought this film was fantastic.",positive,thought movie stunning completely outstanding performances valentina cervi artemisia gentileschi br br cervi portrays artemisia beautifully tentative yet confidant mannerisms hands mapping idea moving models place passion artemisia gives art spectacular watch br br although not character overtly beautiful made film realistic facial hair clothing perfect point time br br overall thought film fantastic
"I consider myself a bit of a connoisseur of boxing movies and as such there is only one thing that prevents me from calling ""Gentleman Jim"" the best boxing movie ever made. That is the Robert Wise/Paul Newman flick ""Somebody Up There Likes Me."" That movie might be number 1, but ""Gentleman Jim"" is a close number 2.<br /><br />The movie doesn't just chronicle the rise of James J. Corbett, it also shows the sport of boxing at a crucial time of transition. In the late 1800s boxing was moving away from the brutal days of bare-knuckle rules to the more ""gentlemanly"" days of the gloved, Marquis of Queensbury rules. And the sport was moving away from the days when it was an illegal spectacle and towards a time of acceptance and respectability.<br /><br />""Gentleman Jim"" is not a realistic look at those days. It is romanticized and, yes, even a bit hokey at times. But always delightfully so. Errol Flynn is perfect as the ""Gentleman"" Jim who really isn't a ""gentleman"" at all but merely a fast talker from a working class family. Alexis Smith is quite ravishing as the upper class woman with whom he has a love/hate relationship (and we all know it is, of course, love that will win that match in the end).<br /><br />At the end of ""Gentleman Jim"" the great John L Sullivan (whose famous line was NOT ""I can lick any man in the world"" of course...romanticism again) hands over his belt to Corbett. This is truly one of the best scenes in any sports move ever made. Realistic? No. But wonderful. Hey, if you want realism watch ""Raging Bull"" instead. That is a much more realistic boxing movie. But ""Gentleman Jim"" is a lot more fun.",positive,consider bit connoisseur boxing movies one thing prevents calling gentleman jim best boxing movie ever made robert wise paul newman flick somebody likes movie might number 1 gentleman jim close number 2 br br movie chronicle rise james j corbett also shows sport boxing crucial time transition late 1800s boxing moving away brutal days bare knuckle rules gentlemanly days gloved marquis queensbury rules sport moving away days illegal spectacle towards time acceptance respectability br br gentleman jim not realistic look days romanticized yes even bit hokey times always delightfully errol flynn perfect gentleman jim really gentleman merely fast talker working class family alexis smith quite ravishing upper class woman love hate relationship know course love win match end br br end gentleman jim great john l sullivan whose famous line not lick man world course romanticism hands belt corbett truly one best scenes sports move ever made realistic no wonderful hey want realism watch raging bull instead much realistic boxing movie gentleman jim lot fun
"That this movie has been stapled to the wall of a chapel as proof that God is truly dead. Am I the only one that really saw (rather sleptwalked) through this ""film""? This is the only movie I've ever seen in the theater that I regret not walking out on and demanding my money back -- it was just that dull. And I even saw ""Highlander 2: The Quickening"" at the local cinema. From beginning to end, Gibson and Downey have absolutely no chemistry as two unlikelies, cast together by circumstance, who eventually work together as best buddies. The action (what little there is) is goofy and as dull as the skullbone of the writer. Thank whatever deity is chortling down at us as it observes our ""cinema"" that there's no chance for an ""Air America 2.""",negative,movie stapled wall chapel proof god truly dead one really saw rather sleptwalked film movie ever seen theater regret not walking demanding money back dull even saw highlander 2 quickening local cinema beginning end gibson downey absolutely no chemistry two unlikelies cast together circumstance eventually work together best buddies action little goofy dull skullbone writer thank whatever deity chortling us observes cinema no chance air america 2
