label,text,cleaned_text,normalized_text,tokens,token_count,processed_text
0,english paper quotbquot dissapoint,english paper quotbquot dissapoint,english paper quotbquot dissapoint,english paper quotbquot dissapoint,4,english paper quotbquot dissapoint
4,look forward see share,look forward see share,look forward see share,look forward see share,4,look forward see share
4,good need get housework done sit without interrupt cours tivo paus good part,good need get housework done sit without interrupt cours tivo paus good part,good need get housework done sit without interrupt cours tivo paus good part,good need get housework done sit without interrupt cour tivo pau good part,13,good need get housework done sit without interrupt cour tivo pau good part
0,yet r u gunna meet tonit fuuuun miss oh la la time,yet r u gunna meet tonit fuuuun miss oh la la time,yet r u gunna meet tonit fuuuun miss oh la la time,yet gunna meet tonit fuuuun miss oh la la time,10,yet gunna meet tonit fuuuun miss oh la la time
0,think im get sick,think im get sick,think im get sick,think im get sick,4,think im get sick
4,agre,agre,agre,agr,1,agr
0,school tomorrow got homework week oh well,school tomorrow got homework week oh well,school tomorrow got homework week oh well,school tomorrow got homework week oh well,7,school tomorrow got homework week oh well
0,reciev email oberlin colleg titl quotth tall short oberlin collegequot tri tell,reciev email oberlin colleg titl quotth tall short oberlin collegequot tri tell,reciev email oberlin colleg titl quotth tall short oberlin collegequot tri tell,reciev email oberlin colleg titl quotth tall short oberlin collegequot tri tell,12,reciev email oberlin colleg titl quotth tall short oberlin collegequot tri tell
0,chest hurt im go lie bed,chest hurt im go lie bed,chest hurt im go lie bed,chest hurt im go lie bed,6,chest hurt im go lie bed
4,oh fab thank much realli appreci,oh fab thank much realli appreci,oh fab thank much realli appreci,oh fab thank much realli appreci,6,oh fab thank much realli appreci
0,im work hate monday,im work hate monday,im work hate monday,im work hate monday,4,im work hate monday
4,one planet one world one peopl one unifi support iranelect,one planet one world one peopl one unifi support iranelect,one planet one world one peopl one unifi support iranelect,one planet one world one peopl one unifi support iranelect,10,one planet one world one peopl one unifi support iranelect
0,darn wont get time,darn wont get time,darn wont get time,darn wont get time,4,darn wont get time
4,alfresco friday festiv dtown outsid plaza theatr free play till come play,alfresco friday festiv dtown outsid plaza theatr free play till come play,alfresco friday festiv dtown outsid plaza theatr free play till come play,alfresco friday festiv dtown outsid plaza theatr free play till come play,12,alfresco friday festiv dtown outsid plaza theatr free play till come play
0,ahaa awh someon school got bu remind run joke funni funni miss school peopl,ahaa awh someon school got bu remind run joke funni funni miss school peopl,ahaa awh someon school got bu remind run joke funni funni miss school peopl,ahaa awh someon school got bu remind run joke funni funni miss school peopl,14,ahaa awh someon school got bu remind run joke funni funni miss school peopl
0,sound good butter rice cinnamon dutch appl pie healthi,sound good butter rice cinnamon dutch appl pie healthi,sound good butter rice cinnamon dutch appl pie healthi,sound good butter rice cinnamon dutch appl pie healthi,9,sound good butter rice cinnamon dutch appl pie healthi
4,saturday night live tonight,saturday night live tonight,saturday night live tonight,saturday night live tonight,4,saturday night live tonight
4,hahaha hmm alum im go thursday,hahaha hmm alum im go thursday,hahaha hmm alum im go thursday,hahaha hmm alum im go thursday,6,hahaha hmm alum im go thursday
4,see grey anatomi favourit seri,see grey anatomi favourit seri,see grey anatomi favourit seri,see grey anatomi favourit seri,5,see grey anatomi favourit seri
0,lie bed crazi sick,lie bed crazi sick,lie bed crazi sick,lie bed crazi sick,4,lie bed crazi sick
4,least quot thingsquot came within hour,least quot thingsquot came within hour,least quot thingsquot came within hour,least quot thingsquot came within hour,6,least quot thingsquot came within hour
4,much expect much buy email matter catchm praval dot com thank,much expect much buy email matter catchm praval dot com thank,much expect much buy email matter catchm praval dot com thank,much expect much buy email matter catchm praval dot com thank,11,much expect much buy email matter catchm praval dot com thank
4,flexibl one thing realli could work nearli disloc shoulder play golf wii lol get old think,flexibl one thing realli could work nearli disloc shoulder play golf wii lol get old think,flexibl one thing realli could work nearli disloc shoulder play golf wii lol get old think,flexibl one thing realli work nearli disloc shoulder play golf wii lol get old think,15,flexibl one thing realli work nearli disloc shoulder play golf wii lol get old think
4,morn twitter everi one sunni cold day england,morn twitter everi one sunni cold day england,morn twitter everi one sunni cold day england,morn twitter everi one sunni cold day england,8,morn twitter everi one sunni cold day england
4,thank like youtub video fish,thank like youtub video fish,thank like youtub video fish,thank like youtub video fish,5,thank like youtub video fish
0,cant dm,cant dm,cant dm,cant dm,2,cant dm
4,lucki estonia small countri one pool go beach summer,lucki estonia small countri one pool go beach summer,lucki estonia small countri one pool go beach summer,lucki estonia small countri one pool go beach summer,9,lucki estonia small countri one pool go beach summer
0,didnt even end go heard blast bad aye,didnt even end go heard blast bad aye,didnt even end go heard blast bad aye,didnt even end go heard blast bad aye,8,didnt even end go heard blast bad aye
4,web cellphon,web cellphon,web cellphon,web cellphon,2,web cellphon
4,anyon know theyr make anoth xmen wolverin cannot get enough movi,anyon know theyr make anoth xmen wolverin cannot get enough movi,anyon know theyr make anoth xmen wolverin cannot get enough movi,anyon know theyr make anoth xmen wolverin get enough movi,10,anyon know theyr make anoth xmen wolverin get enough movi
4,ive tip twice today haa,ive tip twice today haa,ive tip twice today haa,ive tip twice today haa,5,ive tip twice today haa
4,love stay late,love stay late,love stay late,love stay late,3,love stay late
0,yeah cpw told sunday dont know network get tho,yeah cpw told sunday dont know network get tho,yeah cpw told sunday dont know network get tho,yeah cpw told sunday dont know network get tho,9,yeah cpw told sunday dont know network get tho
4,final everyth fix edit side whew multipl episod come way week thank hang,final everyth fix edit side whew multipl episod come way week thank hang,final everyth fix edit side whew multipl episod come way week thank hang,final everyth fix edit side whew multipl episod come way week thank hang,13,final everyth fix edit side whew multipl episod come way week thank hang
4,woah woah woah back photoshoot photograph,woah woah woah back photoshoot photograph,woah woah woah back photoshoot photograph,woah woah woah back photoshoot photograph,6,woah woah woah back photoshoot photograph
0,sick june uh oh there practic tomorrow,sick june uh oh there practic tomorrow,sick june uh oh there practic tomorrow,sick june uh oh practic tomorrow,6,sick june uh oh practic tomorrow
4,littl shop see movi kassi mayb hit coupl bar,littl shop see movi kassi mayb hit coupl bar,littl shop see movi kassi mayb hit coupl bar,littl shop see movi kassi mayb hit coupl bar,9,littl shop see movi kassi mayb hit coupl bar
0,fanci starbuck read beth updat haha pc kill speed boo wish laptop charger,fanci starbuck read beth updat haha pc kill speed boo wish laptop charger,fanci starbuck read beth updat haha pc kill speed boo wish laptop charger,fanci starbuck read beth updat haha pc kill speed boo wish laptop charger,13,fanci starbuck read beth updat haha pc kill speed boo wish laptop charger
4,clean room read,clean room read,clean room read,clean room read,3,clean room read
4,goodnight everyon,goodnight everyon,goodnight everyon,goodnight everyon,2,goodnight everyon
0,think needless say ambientchilloutdowntempo music call whatev u like much underr,think needless say ambientchilloutdowntempo music call whatev u like much underr,think needless say ambientchilloutdowntempo music call whatev u like much underr,think needless say music call whatev like much underr,9,think needless say music call whatev like much underr
4,fo sho gnite,fo sho gnite,fo sho gnite,fo sho gnite,3,fo sho gnite
0,realli need follow,realli need follow,realli need follow,realli need follow,3,realli need follow
4,way freakin jealou like right hate memba lol fun time take pictur,way freakin jealou like right hate memba lol fun time take pictur,way freakin jealou like right hate memba lol fun time take pictur,way freakin jealou like right hate memba lol fun time take pictur,12,way freakin jealou like right hate memba lol fun time take pictur
4,hahahaha face im home listen jona brother,hahahaha face im home listen jona brother,hahahaha face im home listen jona brother,hahahaha face im home listen jona brother,7,hahahaha face im home listen jona brother
0,start get headach,start get headach,start get headach,start get headach,3,start get headach
4,actual manoeuvr correct british english tweet origin esa europ,actual manoeuvr correct british english tweet origin esa europ,actual manoeuvr correct british english tweet origin esa europ,actual manoeuvr correct british english tweet origin esa europ,9,actual manoeuvr correct british english tweet origin esa europ
0,gahh im mad miss ill wait tomorroww,gahh im mad miss ill wait tomorroww,gahh im mad miss ill wait tomorroww,gahh im mad miss ill wait tomorroww,7,gahh im mad miss ill wait tomorroww
0,hey doesnt alertm get messag,hey doesnt alertm get messag,hey doesnt alertm get messag,hey doesnt alertm get messag,5,hey doesnt alertm get messag
0,thing maid meant,thing maid meant,thing maid meant,thing maid meant,3,thing maid meant
4,remov unus applic game remov ton file need clean comput sim,remov unus applic game remov ton file need clean comput sim,remov unus applic game remov ton file need clean comput sim,remov unu applic game remov ton file need clean comput sim,11,remov unu applic game remov ton file need clean comput sim
0,omg one schoolfre day,omg one schoolfre day,omg one schoolfre day,omg one schoolfr day,4,omg one schoolfr day
4,hey get least one donnieklang live gt,hey get least one donnieklang live gt,hey get least one donnieklang live gt,hey get least one donnieklang live gt,7,hey get least one donnieklang live gt
4,frangipani wild scent gt thankyou much gorgeou wildand devin beast youmwah mwah,frangipani wild scent gt thankyou much gorgeou wildand devin beast youmwah mwah,frangipani wild scent gt thankyou much gorgeou wildand devin beast youmwah mwah,frangipani wild scent gt thankyou much gorgeou wildand devin beast youmwah mwah,12,frangipani wild scent gt thankyou much gorgeou wildand devin beast youmwah mwah
4,cant wait hear new tune mc hope visit toronto soon xoxo,cant wait hear new tune mc hope visit toronto soon xoxo,cant wait hear new tune mc hope visit toronto soon xoxo,cant wait hear new tune mc hope visit toronto soon xoxo,11,cant wait hear new tune mc hope visit toronto soon xoxo
4,inde clearli share stupid humour p,inde clearli share stupid humour p,inde clearli share stupid humour p,ind clearli share stupid humour,5,ind clearli share stupid humour
4,saigon intern airport await pal flight back home,saigon intern airport await pal flight back home,saigon intern airport await pal flight back home,saigon intern airport await pal flight back home,8,saigon intern airport await pal flight back home
4,wonder time tonight,wonder time tonight,wonder time tonight,wonder time tonight,3,wonder time tonight
4,im park learn drive car,im park learn drive car,im park learn drive car,im park learn drive car,5,im park learn drive car
0,justin get readi last time,justin get readi last time,justin get readi last time,justin get readi last time,5,justin get readi last time
0,yeahat work,yeahat work,yeahat work,yeahat work,2,yeahat work
4,reliev mother day franc,reliev mother day franc,reliev mother day franc,reliev mother day franc,4,reliev mother day franc
0,obtain null locat didnt work,obtain null locat didnt work,obtain null locat didnt work,obtain null locat didnt work,5,obtain null locat didnt work
0,get sick thank talli ahah jk stupid allergi,get sick thank talli ahah jk stupid allergi,get sick thank talli ahah jk stupid allergi,get sick thank talli ahah jk stupid allergi,8,get sick thank talli ahah jk stupid allergi
4,fir appoint move start,fir appoint move start,fir appoint move start,fir appoint move start,4,fir appoint move start
0,iphon app purchas download transfer devic aw appl fail,iphon app purchas download transfer devic aw appl fail,iphon app purchas download transfer devic aw appl fail,iphon app purcha download transfer devic aw appl fail,9,iphon app purcha download transfer devic aw appl fail
0,problem steam commun could server ill go leftdead mod tool,problem steam commun could server ill go leftdead mod tool,problem steam commun could server ill go leftdead mod tool,problem steam commun server ill go leftdead mod tool,9,problem steam commun server ill go leftdead mod tool
0,fwk camera wont work develop diari today guess mumbl,fwk camera wont work develop diari today guess mumbl,fwk camera wont work develop diari today guess mumbl,fwk camera wont work develop diari today guess mumbl,9,fwk camera wont work develop diari today guess mumbl
4,think okjust go leav hubsh handymanawwwsh littl outgrow cot,think okjust go leav hubsh handymanawwwsh littl outgrow cot,think okjust go leav hubsh handymanawwwsh littl outgrow cot,think okjust go leav hubsh handymanawwwsh littl outgrow cot,9,think okjust go leav hubsh handymanawwwsh littl outgrow cot
0,finger bleed,finger bleed,finger bleed,finger bleed,2,finger bleed
0,kimbi mark wait aaa holli wont start,kimbi mark wait aaa holli wont start,kimbi mark wait aaa holli wont start,kimbi mark wait aaa holli wont start,7,kimbi mark wait aaa holli wont start
4,love gettogeth,love gettogeth,love gettogeth,love gettogeth,2,love gettogeth
0,hey one babi left im go withdraw hawkcam live gt,hey one babi left im go withdraw hawkcam live gt,hey one babi left im go withdraw hawkcam live gt,hey one babi left im go withdraw hawkcam live gt,10,hey one babi left im go withdraw hawkcam live gt
0,watch quot week laterquot good day,watch quot week laterquot good day,watch quot week laterquot good day,watch quot week laterquot good day,6,watch quot week laterquot good day
4,yo mimi thank kind word check messag,yo mimi thank kind word check messag,yo mimi thank kind word check messag,yo mimi thank kind word check messag,7,yo mimi thank kind word check messag
0,ampnd still cant hear right ear,ampnd still cant hear right ear,ampnd still cant hear right ear,ampnd still cant hear right ear,6,ampnd still cant hear right ear
4,rootkit detector use unhid stuff anti viru softwar found load stuff,rootkit detector use unhid stuff anti viru softwar found load stuff,rootkit detector use unhid stuff anti viru softwar found load stuff,rootkit detector use unhid stuff anti viru softwar found load stuff,11,rootkit detector use unhid stuff anti viru softwar found load stuff
4,eeeeeeeeeeeeeeeeeeeeeep let hope team jona announc june th meet greet tomoroww badli wanna win,eeeeeeeeeeeeeeeeeeeeeep let hope team jona announc june th meet greet tomoroww badli wanna win,eeeeeeeeeeeeeeeeeeeeeep let hope team jona announc june th meet greet tomoroww badli wanna win,let hope team jona announc june th meet greet tomoroww badli wan na win,14,let hope team jona announc june th meet greet tomoroww badli wan na win
4,listen chri brown keri hilson superhuman bloodi love song,listen chri brown keri hilson superhuman bloodi love song,listen chri brown keri hilson superhuman bloodi love song,listen chri brown keri hilson superhuman bloodi love song,9,listen chri brown keri hilson superhuman bloodi love song
4,sam hot got booti fo day lafayett sexyso your true blood convert,sam hot got booti fo day lafayett sexyso your true blood convert,sam hot got booti fo day lafayett sexyso your true blood convert,sam hot got booti fo day lafayett sexyso true blood convert,11,sam hot got booti fo day lafayett sexyso true blood convert
4,awwwww good luck babe youll great like alway xx lt,awwwww good luck babe youll great like alway xx lt,awwwww good luck babe youll great like alway xx lt,awwwww good luck babe youll great like alway xx lt,10,awwwww good luck babe youll great like alway xx lt
4,know nearli fell backward stair anyth event happen day dearest,know nearli fell backward stair anyth event happen day dearest,know nearli fell backward stair anyth event happen day dearest,know nearli fell backward stair anyth event happen day dearest,10,know nearli fell backward stair anyth event happen day dearest
0,grrrrr urgent piec work end april get feedback,grrrrr urgent piec work end april get feedback,grrrrr urgent piec work end april get feedback,grrrrr urgent piec work end april get feedback,8,grrrrr urgent piec work end april get feedback
4,amaz sometim stranger reach amp touch heart ltcant wait mommi,amaz sometim stranger reach amp touch heart ltcant wait mommi,amaz sometim stranger reach amp touch heart ltcant wait mommi,amaz sometim stranger reach amp touch heart ltcant wait mommi,10,amaz sometim stranger reach amp touch heart ltcant wait mommi
0,note buy run shoe need massag bad,note buy run shoe need massag bad,note buy run shoe need massag bad,note buy run shoe need massag bad,7,note buy run shoe need massag bad
4,look ur updatesquit thought one,look ur updatesquit thought one,look ur updatesquit thought one,look ur updatesquit thought one,5,look ur updatesquit thought one
0,busi day time make dinner put kid bed need wok app fall class,busi day time make dinner put kid bed need wok app fall class,busi day time make dinner put kid bed need wok app fall class,busi day time make dinner put kid bed need wok app fall class,13,busi day time make dinner put kid bed need wok app fall class
4,final done lab cannot put till last minut next wknd sasquatch amp nin,final done lab cannot put till last minut next wknd sasquatch amp nin,final done lab cannot put till last minut next wknd sasquatch amp nin,final done lab put till last minut next wknd sasquatch amp nin,12,final done lab put till last minut next wknd sasquatch amp nin
0,think im gonna cri page hate teacher sooooooooooooo much,think im gonna cri page hate teacher sooooooooooooo much,think im gonna cri page hate teacher sooooooooooooo much,think im gon na cri page hate teacher sooooooooooooo much,10,think im gon na cri page hate teacher sooooooooooooo much
4,aricella leah say bore tha phone kumpettetryna find somethin parti hit ttli,aricella leah say bore tha phone kumpettetryna find somethin parti hit ttli,aricella leah say bore tha phone kumpettetryna find somethin parti hit ttli,aricella leah say bore tha phone kumpettetryna find somethin parti hit ttli,12,aricella leah say bore tha phone kumpettetryna find somethin parti hit ttli
4,mhm gw favorit,mhm gw favorit,mhm gw favorit,mhm gw favorit,3,mhm gw favorit
0,wish still get point get level,wish still get point get level,wish still get point get level,wish still get point get level,6,wish still get point get level
0,feel uneasi unknown reason,feel uneasi unknown reason,feel uneasi unknown reason,feel uneasi unknown reason,4,feel uneasi unknown reason
4,looool hey bb im good havent soooo long how go u,looool hey bb im good havent soooo long how go u,looool hey bb im good havent soooo long how go u,looool hey bb im good havent soooo long go,9,looool hey bb im good havent soooo long go
0,kill sunflow work look sad almost buri,kill sunflow work look sad almost buri,kill sunflow work look sad almost buri,kill sunflow work look sad almost buri,7,kill sunflow work look sad almost buri
0,oh daughter sign im alon,oh daughter sign im alon,oh daughter sign im alon,oh daughter sign im alon,5,oh daughter sign im alon
4,awesom day got bampb pictur look awesom got promis back track figur tri,awesom day got bampb pictur look awesom got promis back track figur tri,awesom day got bampb pictur look awesom got promis back track figur tri,awesom day got bampb pictur look awesom got promi back track figur tri,13,awesom day got bampb pictur look awesom got promi back track figur tri
4,suck wang wimp where parti huh,suck wang wimp where parti huh,suck wang wimp where parti huh,suck wang wimp parti huh,5,suck wang wimp parti huh
0,would come skype im friend hous doesnt cant,would come skype im friend hous doesnt cant,would come skype im friend hous doesnt cant,come skype im friend hou doesnt cant,7,come skype im friend hou doesnt cant
0,mmm food that better hour pool home lunch until nearli oclock,mmm food that better hour pool home lunch until nearli oclock,mmm food that better hour pool home lunch until nearli oclock,mmm food better hour pool home lunch nearli oclock,9,mmm food better hour pool home lunch nearli oclock
0,ugh today go bad,ugh today go bad,ugh today go bad,ugh today go bad,4,ugh today go bad
0,ice coffe,ice coffe,ice coffe,ice coff,2,ice coff
4,ye second comic much,ye second comic much,ye second comic much,ye second comic much,4,ye second comic much
0,amaz weekend miss much,amaz weekend miss much,amaz weekend miss much,amaz weekend miss much,4,amaz weekend miss much
4,night saturday noth els watch wcg ultim gamer usa network start weekend,night saturday noth els watch wcg ultim gamer usa network start weekend,night saturday noth els watch wcg ultim gamer usa network start weekend,night saturday noth el watch wcg ultim gamer usa network start weekend,12,night saturday noth el watch wcg ultim gamer usa network start weekend
4,happi found warren elli twitter one els get away say good morn sinner quit like,happi found warren elli twitter one els get away say good morn sinner quit like,happi found warren elli twitter one els get away say good morn sinner quit like,happi found warren elli twitter one el get away say good morn sinner quit like,15,happi found warren elli twitter one el get away say good morn sinner quit like
0,one word footi let know later doctor hospit may broken wrist,one word footi let know later doctor hospit may broken wrist,one word footi let know later doctor hospit may broken wrist,one word footi let know later doctor hospit may broken wrist,11,one word footi let know later doctor hospit may broken wrist
0,stuck bethnal green liverpool street age best place scorch day,stuck bethnal green liverpool street age best place scorch day,stuck bethnal green liverpool street age best place scorch day,stuck bethnal green liverpool street age best place scorch day,10,stuck bethnal green liverpool street age best place scorch day
4,gm coffe turn,gm coffe turn,gm coffe turn,gm coff turn,3,gm coff turn
0,wish warp tour australia instead drink listen ipod,wish warp tour australia instead drink listen ipod,wish warp tour australia instead drink listen ipod,wish warp tour australia instead drink listen ipod,8,wish warp tour australia instead drink listen ipod
4,wowhungarynic know u,wowhungarynic know u,wowhungarynic know u,wowhungaryn know,2,wowhungaryn know
4,happyexperi design present happi let happi flow throughout day night,happyexperi design present happi let happi flow throughout day night,happyexperi design present happi let happi flow throughout day night,happyexperi design present happi let happi flow throughout day night,10,happyexperi design present happi let happi flow throughout day night
4,young leo dicaprio soooo dreami,young leo dicaprio soooo dreami,young leo dicaprio soooo dreami,young leo dicaprio soooo dreami,5,young leo dicaprio soooo dreami
4,new arriv,new arriv,new arriv,new arriv,2,new arriv
0,last year sad day,last year sad day,last year sad day,last year sad day,4,last year sad day
0,britain got talent susanboyl finish second shell still great career,britain got talent susanboyl finish second shell still great career,britain got talent susanboyl finish second shell still great career,britain got talent susanboyl finish second shell still great career,10,britain got talent susanboyl finish second shell still great career
0,couldnt finish,couldnt finish,couldnt finish,couldnt finish,2,couldnt finish
4,sierra comment third time she awesom,sierra comment third time she awesom,sierra comment third time she awesom,sierra comment third time awesom,5,sierra comment third time awesom
4,awesom quotopenli gay teen vote prom queen la high schoolquot,awesom quotopenli gay teen vote prom queen la high schoolquot,awesom quotopenli gay teen vote prom queen la high schoolquot,awesom quotopenli gay teen vote prom queen la high schoolquot,10,awesom quotopenli gay teen vote prom queen la high schoolquot
0,brother wont stop throw,brother wont stop throw,brother wont stop throw,brother wont stop throw,4,brother wont stop throw
4,feel im go feel amazingggg thursday,feel im go feel amazingggg thursday,feel im go feel amazingggg thursday,feel im go feel amazingggg thursday,6,feel im go feel amazingggg thursday
4,thank ff dont realli get work yet still thank,thank ff dont realli get work yet still thank,thank ff dont realli get work yet still thank,thank ff dont realli get work yet still thank,9,thank ff dont realli get work yet still thank
0,go swim anyon wanna join,go swim anyon wanna join,go swim anyon wanna join,go swim anyon wan na join,6,go swim anyon wan na join
4,bbq hope great saturday,bbq hope great saturday,bbq hope great saturday,bbq hope great saturday,4,bbq hope great saturday
4,sent first articl miss,sent first articl miss,sent first articl miss,sent first articl miss,4,sent first articl miss
4,want la la land mtl suck right,want la la land mtl suck right,want la la land mtl suck right,want la la land mtl suck right,7,want la la land mtl suck right
0,that feel like injur hamstr least got cross thatll learn warm properli,that feel like injur hamstr least got cross thatll learn warm properli,that feel like injur hamstr least got cross thatll learn warm properli,feel like injur hamstr least got cross thatll learn warm properli,11,feel like injur hamstr least got cross thatll learn warm properli
4,thank dawn arznova,thank dawn arznova,thank dawn arznova,thank dawn arznova,3,thank dawn arznova
0,lol help,lol help,lol help,lol help,2,lol help
0,well hafta soon,well hafta soon,well hafta soon,well hafta soon,3,well hafta soon
0,love fuckin bullshit swear thing peopl make shit,love fuckin bullshit swear thing peopl make shit,love fuckin bullshit swear thing peopl make shit,love fuckin bullshit swear thing peopl make shit,8,love fuckin bullshit swear thing peopl make shit
0,think im gonna tri get look wavi vacat,think im gonna tri get look wavi vacat,think im gonna tri get look wavi vacat,think im gon na tri get look wavi vacat,9,think im gon na tri get look wavi vacat
4,im workin itim transit super broke student life full fledg paid career life ill catch soon,im workin itim transit super broke student life full fledg paid career life ill catch soon,im workin itim transit super broke student life full fledg paid career life ill catch soon,im workin itim transit super broke student life full fledg paid career life ill catch soon,16,im workin itim transit super broke student life full fledg paid career life ill catch soon
0,alcioneg love amaz weather great food greatbut cuti,alcioneg love amaz weather great food greatbut cuti,alcioneg love amaz weather great food greatbut cuti,alcioneg love amaz weather great food greatbut cuti,8,alcioneg love amaz weather great food greatbut cuti
4,hush,hush,hush,hush,1,hush
4,ipod touch user test new app pl tk,ipod touch user test new app pl tk,ipod touch user test new app pl tk,ipod touch user test new app pl tk,8,ipod touch user test new app pl tk
0,time next mtng,time next mtng,time next mtng,time next mtng,3,time next mtng
0,yay he bit mess,yay he bit mess,yay he bit mess,yay bit mess,3,yay bit mess
0,internet connect experienc problem withdrawsc get facebook,internet connect experienc problem withdrawsc get facebook,internet connect experienc problem withdrawsc get facebook,internet connect experienc problem withdrawsc get facebook,7,internet connect experienc problem withdrawsc get facebook
0,miss ami amp scooti cri west palm beach fl,miss ami amp scooti cri west palm beach fl,miss ami amp scooti cri west palm beach fl,miss ami amp scooti cri west palm beach fl,9,miss ami amp scooti cri west palm beach fl
4,hey follow twitter jail account chuckmemonday,hey follow twitter jail account chuckmemonday,hey follow twitter jail account chuckmemonday,hey follow twitter jail account chuckmemonday,6,hey follow twitter jail account chuckmemonday
0,right field roof bar opposit side,right field roof bar opposit side,right field roof bar opposit side,right field roof bar opposit side,6,right field roof bar opposit side
0,raini day,raini day,raini day,raini day,2,raini day
4,ye life would definit fit charact lol,ye life would definit fit charact lol,ye life would definit fit charact lol,ye life definit fit charact lol,6,ye life definit fit charact lol
4,that lot peopl question anoth one,that lot peopl question anoth one,that lot peopl question anoth one,lot peopl question anoth one,5,lot peopl question anoth one
0,cant sleep button damn thing,cant sleep button damn thing,cant sleep button damn thing,cant sleep button damn thing,5,cant sleep button damn thing
0,nooo meet huhhh,nooo meet huhhh,nooo meet huhhh,nooo meet huhhh,3,nooo meet huhhh
0,thinkinglast time back flat back coupl day welcom late suck,thinkinglast time back flat back coupl day welcom late suck,thinkinglast time back flat back coupl day welcom late suck,thinkinglast time back flat back coupl day welcom late suck,10,thinkinglast time back flat back coupl day welcom late suck
0,ye deposit go,ye deposit go,ye deposit go,ye deposit go,3,ye deposit go
4,wow ortho shame,wow ortho shame,wow ortho shame,wow ortho shame,3,wow ortho shame
0,davepecken never receiv dm last night twitter hack lung someth,davepecken never receiv dm last night twitter hack lung someth,davepecken never receiv dm last night twitter hack lung someth,davepecken never receiv dm last night twitter hack lung someth,10,davepecken never receiv dm last night twitter hack lung someth
0,feel way go build ikea stuff,feel way go build ikea stuff,feel way go build ikea stuff,feel way go build ikea stuff,6,feel way go build ikea stuff
4,new twitter account pleas follow wwwtwittercombeckymaria thank,new twitter account pleas follow wwwtwittercombeckymaria thank,new twitter account pleas follow wwwtwittercombeckymaria thank,new twitter account plea follow thank,6,new twitter account plea follow thank
0,hate im gonna emo day,hate im gonna emo day,hate im gonna emo day,hate im gon na emo day,6,hate im gon na emo day
0,ive got charg laptop amp stolen internet connect world oyster except coffe includ oyster im sad,ive got charg laptop amp stolen internet connect world oyster except coffe includ oyster im sad,ive got charg laptop amp stolen internet connect world oyster except coffe includ oyster im sad,ive got charg laptop amp stolen internet connect world oyster except coff includ oyster im sad,16,ive got charg laptop amp stolen internet connect world oyster except coff includ oyster im sad
0,alway fuck thing everyth good dont know appreci good thing anymor,alway fuck thing everyth good dont know appreci good thing anymor,alway fuck thing everyth good dont know appreci good thing anymor,alway fuck thing everyth good dont know appreci good thing anymor,11,alway fuck thing everyth good dont know appreci good thing anymor
4,danggg look cover old one ur nvr gna open huh u shud frame hahah,danggg look cover old one ur nvr gna open huh u shud frame hahah,danggg look cover old one ur nvr gna open huh u shud frame hahah,danggg look cover old one ur nvr gna open huh shud frame hahah,13,danggg look cover old one ur nvr gna open huh shud frame hahah
4,weekend begin,weekend begin,weekend begin,weekend begin,2,weekend begin
4,ill pour wine rock wall open hous next week cant wait one one one one,ill pour wine rock wall open hous next week cant wait one one one one,ill pour wine rock wall open hous next week cant wait one one one one,ill pour wine rock wall open hou next week cant wait one one one one,15,ill pour wine rock wall open hou next week cant wait one one one one
4,chanc hear song day boker show great show,chanc hear song day boker show great show,chanc hear song day boker show great show,chanc hear song day boker show great show,8,chanc hear song day boker show great show
4,like start delet key,like start delet key,like start delet key,like start delet key,4,like start delet key
0,wanna go bed finish stupid scienc lab,wanna go bed finish stupid scienc lab,wanna go bed finish stupid scienc lab,wan na go bed finish stupid scienc lab,8,wan na go bed finish stupid scienc lab
0,ive still slept,ive still slept,ive still slept,ive still slept,3,ive still slept
0,class tom im tamad want go tom afternoon,class tom im tamad want go tom afternoon,class tom im tamad want go tom afternoon,class tom im tamad want go tom afternoon,8,class tom im tamad want go tom afternoon
4,got new york get readi shop,got new york get readi shop,got new york get readi shop,got new york get readi shop,6,got new york get readi shop
0,omg sister slick molest wtf,omg sister slick molest wtf,omg sister slick molest wtf,omg sister slick molest wtf,5,omg sister slick molest wtf
4,would amaz plu like month summer holiday year want decent weather,would amaz plu like month summer holiday year want decent weather,would amaz plu like month summer holiday year want decent weather,amaz plu like month summer holiday year want decent weather,10,amaz plu like month summer holiday year want decent weather
4,awesom good soo looong,awesom good soo looong,awesom good soo looong,awesom good soo looong,4,awesom good soo looong
0,irl sorri go ill tri come later sorri,irl sorri go ill tri come later sorri,irl sorri go ill tri come later sorri,irl sorri go ill tri come later sorri,8,irl sorri go ill tri come later sorri
0,three day three week,three day three week,three day three week,three day three week,4,three day three week
0,madd nasti outsid ewww hate havin put hair ponytail realli choic,madd nasti outsid ewww hate havin put hair ponytail realli choic,madd nasti outsid ewww hate havin put hair ponytail realli choic,madd nasti outsid ewww hate havin put hair ponytail realli choic,11,madd nasti outsid ewww hate havin put hair ponytail realli choic
0,whhhaaat tre jealou mine doesnt go th found chocol much better thank x,whhhaaat tre jealou mine doesnt go th found chocol much better thank x,whhhaaat tre jealou mine doesnt go th found chocol much better thank x,whhhaaat tre jealou mine doesnt go th found chocol much better thank,12,whhhaaat tre jealou mine doesnt go th found chocol much better thank
0,alot friend stab dont get reason,alot friend stab dont get reason,alot friend stab dont get reason,alot friend stab dont get reason,6,alot friend stab dont get reason
